epoch,d_loss,g_adv,g_l1,g_total,val_psnr,val_ssim,epoch_seconds
38,0.26716806918604735,3.3116775695184777,0.051991817712180394,8.510859323164743,20.95876282498946,0.7195763615903581,109.43725419044495
39,0.2713773605663589,3.269753294939299,0.05212601832835961,8.482355112434105,22.10995219140906,0.8385688937207942,106.79106998443604
40,0.2779736147292013,3.2488800570509144,0.052153166606645145,8.464196709599618,20.950211537751525,0.833466028991428,108.22620010375977
41,0.28320894321831125,3.2839004144805726,0.052054833463645624,8.489383747928994,22.3453319235733,0.825864555424985,107.95385646820068
42,0.2671917310195134,3.309829655616713,0.05208562635287592,8.51839229092421,17.183387555517697,0.5626388217152055,108.33974003791809
43,0.27304036658874287,3.253735526040599,0.05182061800094168,8.435797315480604,23.786226130522344,0.8746246582766766,108.30784106254578
44,0.2628192221072761,3.357397425336254,0.05207959357837657,8.565356786393208,20.068283084439468,0.815173079118427,108.02444386482239
45,0.2657234454001075,3.338100501299491,0.051955496871380895,8.533650178877119,20.984077915094918,0.8488581828080896,108.25085687637329
46,0.27210545510758677,3.387257887589765,0.05195608268689921,8.582866154049594,19.979200639162542,0.780963393442865,108.56357216835022
47,0.25819873425290324,3.3803078104481017,0.05198795455261746,8.579103267501257,22.91583275552446,0.8417493652689318,108.04555487632751
48,0.26061268169663354,3.4260714868967774,0.05193590363372365,8.619661837380434,20.903835479091377,0.8294736503995063,108.07273864746094
49,0.2562550864603027,3.445113864850936,0.05182729571580015,8.627843431198155,22.007004960273797,0.8526068404551058,108.32741117477417
50,0.24555446240130113,3.5481055458411532,0.05200764984814335,8.748870526845865,21.882408784861788,0.8415262797791322,108.380206823349
51,0.25194756954246283,3.4632445008172343,0.051870726461703515,8.650317135221913,22.616007242812003,0.8371004463309166,108.12928986549377
52,0.24676830785352155,3.5182282057537355,0.052029399027371165,8.721168098487253,15.780792615173834,0.5981759842622484,108.2770745754242
53,0.25632587798422724,3.495609859693418,0.051902904293601504,8.685900268994514,22.122238388469555,0.8100666311998418,107.92234635353088
54,0.24188662453015577,3.564299485246395,0.05190619678813776,8.754919171735594,19.393777287865916,0.7988468970645453,108.00615525245667
55,0.24748012210641587,3.5325971647051526,0.05214183127425854,8.746780291719297,21.488126559038008,0.7658277237506608,108.23609614372253
56,0.2533469752893606,3.559954960473276,0.051969797408084634,8.756934687981321,24.296945723764317,0.8779581355228239,109.72304272651672
57,0.23271806160626038,3.6601805847444067,0.052092373941022445,8.869417964942812,22.266376527372056,0.8485073097147775,109.16655373573303
58,0.21746817297609658,3.7370903575908145,0.051980251637030774,8.935115527784864,23.01206329126157,0.8476228546105672,108.75096654891968
59,0.25142606918797467,3.5654950740860296,0.052013429937752216,8.766838064209816,21.04283480690042,0.785932753072211,106.97097706794739
60,0.24660432004881552,3.579204189735156,0.05195194618992248,8.774398807197374,22.6135595236388,0.8365255602332086,107.83687043190002
61,0.23914542422615226,3.6534982909112164,0.05211395739930754,8.864894023225869,17.410239699077263,0.6194405324582762,107.67569470405579
62,0.2151735135731502,3.7732193197330086,0.05232494248598982,9.005713562863482,21.929280391407524,0.7861083353681699,106.34463715553284
63,0.22960335269496496,3.7621328226784065,0.052095658138511684,8.9716986298427,20.722376750527932,0.7849301191626878,106.81561851501465
64,0.2189453487552669,3.834695599302733,0.05220407458740895,9.055103064119749,24.032879170999724,0.8649352651394785,106.32343864440918
65,0.22380130151360053,3.8064602445640796,0.05223444842338495,9.029905077442946,23.821852196068384,0.8753067122533543,106.2163872718811
66,0.20996546434462218,3.8425814745501436,0.05226257766090979,9.06883923811639,21.47773863029789,0.794600628481497,105.62758302688599
67,0.2237762295574482,3.9184844028372297,0.05239259473417956,9.157743869401742,18.1766312307439,0.6308027005417699,103.81200933456421
68,0.21794568328514247,3.860839580828942,0.05226928297602084,9.08776786075266,22.1582457648624,0.8384561887086465,107.41643118858337
69,0.21864132978141526,3.861086656120124,0.05229787898739156,9.09087454816756,19.136382789862587,0.7489768083350601,107.52793049812317
70,0.22239252920309657,3.797446212195451,0.052016665038094344,8.999112706082476,20.319390553980902,0.8164781161806431,107.80272579193115
71,0.20983384648151748,3.9625787164280517,0.05226220879850425,9.188799585212605,23.74020478117812,0.8629838564443799,107.93847942352295
72,0.2261652958028582,3.815292354574672,0.051988094730807635,9.014101816242805,22.76336201228756,0.8603120833627158,107.86293077468872
73,0.20716893112512685,3.9483362149323584,0.052338789658216575,9.182215185884148,20.248604898358753,0.7967417332516473,107.81060266494751
74,0.21257759731191422,3.9646464415581812,0.05245901523545569,9.210547966817634,21.45527892387137,0.8272393085646105,108.16240763664246
75,0.2157528685254995,3.8950325359545306,0.052149999228854015,9.110032450495742,21.849950866419437,0.8442351947605387,108.20998668670654
76,0.19939118301947953,3.9785775028879433,0.05228722195431205,9.207299692156075,18.79054842663338,0.7585266377003957,107.41280150413513
77,0.2090073717455301,3.9910936223534725,0.05237693289510646,9.22878692040159,21.965870344599733,0.8407964506136343,108.25321650505066
78,0.21095013270781587,3.997538814089312,0.052119508127946954,9.209489618163007,22.489397074917825,0.8455585667981594,108.37049341201782
79,0.21344037255347173,4.003505512165981,0.05221843315944227,9.22534882284793,23.19692328624014,0.8711516572676515,108.15381026268005
80,0.216085049850422,4.066102278654027,0.05214322039897316,9.280424319182526,24.163346772075723,0.8791867719908538,108.11482834815979
81,0.21045759719600315,3.9814642462680374,0.05206379455936438,9.187843694863894,19.48677342411155,0.7883938362026394,108.25501728057861
82,0.21071364441483215,4.024709854577551,0.05220168563710155,9.244878405929283,23.073935942933595,0.8531414490129721,108.31329226493835
83,0.20890956760049695,4.014211718900248,0.052175951930950946,9.231806907128162,23.6604951411326,0.8622498381328718,107.64356637001038
84,0.20940330715630523,3.968819053927033,0.0521458892970942,9.183407961450627,23.076020786753713,0.8626152374037291,103.50428295135498
85,0.2093077955613776,3.997062560271983,0.052215202702094114,9.218582824861507,21.497274979793335,0.7986390453679553,107.78617477416992
86,0.2060338079235836,4.01702247686477,0.05209504185858339,9.226526651393174,20.859021470666246,0.8218939729341453,108.0294828414917
87,0.1958479903755826,4.011924478993306,0.05221575469666981,9.233499943070257,21.87071140484172,0.8261708230236039,107.95766830444336
88,0.2111623775844747,4.016736356615371,0.052199499585212146,9.23668631874402,22.442329441713827,0.8464787686981937,108.12088012695312
89,0.19730326702610848,4.101295116729668,0.05219625164749451,9.320920277231858,21.009994660813327,0.8544035173714938,107.85664129257202
90,0.2039047875862618,4.075991031038077,0.05218924796344928,9.294915823351815,22.238016862808678,0.8542219483078698,107.9870674610138
91,0.20645930840546334,4.029168197785633,0.05223545778010573,9.252713973396139,20.964417470743495,0.8108501583509197,108.15860199928284
92,0.19952623899029548,4.076156374186495,0.05218412916315353,9.294569285031244,20.634827939660198,0.8377014434726042,107.83742260932922
93,0.19693088935457925,4.011058312410455,0.052216982089728955,9.232756506873733,15.61856201531923,0.6055761823997278,107.55189681053162
94,0.20978010069833977,4.0235588869363585,0.05226613846434651,9.250172729299093,23.521931109668706,0.832338155590156,107.68825364112854
95,0.19019784624436903,4.132314076873445,0.052251348531772504,9.357448906410397,21.540907794313675,0.8296424005160061,107.80718207359314
96,0.19752820135977883,4.179956397646148,0.05220922966633323,9.400879366459542,22.228206391815863,0.8546804152090902,106.83545637130737
97,0.1971959884356261,4.091857598688039,0.05201024190848536,9.29288178836535,20.187072927179393,0.8055782617349225,105.84481287002563
98,0.20330349227545272,4.126249670590556,0.05213665593461594,9.339915261896174,19.030520386407584,0.742430781577774,107.67308521270752
99,0.17318266838188184,4.197025966658744,0.05227592635032364,9.424618592278359,21.3126433997581,0.8256361321047528,107.60110402107239
100,0.21565555787254523,4.085026636981387,0.05206647699675759,9.291674326992142,20.29759616640852,0.8485537444328841,107.49041223526001
